name,category,address,city,province,postal,phone,whatsapp,email,website,facebook,instagram,other_social,source_url,source
The Trusted Learning Place,Education Centers,,Scarborough,ON,,647-343-9194,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/the-trusted-learning-place,vanakkamcanada.ca
Toronto Business College,Education Centers,4465 Sheppard Ave. East#208,Scarborough,ON,,416-500-5300,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/toronto-business-college,vanakkamcanada.ca
Tusgu,Education Centers,1100 Bellamy Rd N,Scarborough,ON,M1H 1H2,416-439-8037,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tusgu,vanakkamcanada.ca
Tusgu Tutorial Services,Education Centers,"1085 Bellamy Road North, 7",Scarborough,ON,M1H 3C7,416-575-9742,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tusgu-tutorial-services,vanakkamcanada.ca
Tution In Math & Physics,Education Centers,195 Brimorton Drive,Scarborough,ON,M1H 2C4,416-289-4715,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tution-in-math-and-physics,vanakkamcanada.ca
Tutoring & Home Work Help (Gowri Nathan),Education Centers,"100 Knotwood Crescent, Scarborough, ON, M1X1V9 (Morningside & Finch)",Scarborough,ON,M1X 1V9,416-671-1084,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tutoring-home-work-help-gowri-nathan,vanakkamcanada.ca
Tutoring & Homework Help,Education Centers,100 Knotwood Crescent,Scarborough,ON,M1X 1V9,416-299-9183,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tutoring-homework-help,vanakkamcanada.ca
Tutoring (Panchadcharam Sivakumar),Education Centers,"No:5, Blacktoft Drive, Scarborough, ON, M1B2M7",Scarborough,ON,M1B 2M7,647-852-9349,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tutoring-panchadcharam-sivakumar,vanakkamcanada.ca
Tutors for Students,Education Centers,,Scarborough,ON,,647-648-3992,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tutors-for-students,vanakkamcanada.ca
Ucmas Scarborough South Centre,Education Centers,2500 Eglinton Ave #206,Scarborough,ON,,416-264-4442,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/ucmas-scarborough-south-centre,vanakkamcanada.ca
V.S.N.A Education Centres,Education Centers,25 Milliken Blvd #A2,Scarborough,ON,,416-609-8762,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/vsna-education-centres80441,vanakkamcanada.ca
V.S.N.A Education Centres,Education Centers,25 Milliken Blvd A2,Scarborough,ON,,416-464-7228,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/vsna-education-centres,vanakkamcanada.ca
VV Tutoring Centre,Education Centers,1940 Ellesmere Road 16,Scarborough,ON,,905-471-3084,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/vv-tutoring-centre,vanakkamcanada.ca
Young Men Karate School,Education Centers Fine Arts,,Scarborough,ON,,416-456-6641,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/young-men-karate-school,vanakkamcanada.ca
Trios College,Education Centers,Scarborough Campus,Scarborough Campus,ON,,416-646-1222,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/trios-college,vanakkamcanada.ca
A+ Tutoring,Education Centers,Shirely Deline,Shirely Deline Toronto,ON,,416-286-8249,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/a-tutoring,vanakkamcanada.ca
Amirthalaya Academy Of Fine Arts,Education Centers Fine Arts,Tapscott,Tapscott Scarborough,ON,,905-824-0242,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/amirthalaya-academy-of-fine-arts,vanakkamcanada.ca
A Ridgeland Group Consultants,Education Centers,,Toronto,ON,,416-410-2910,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/a-ridgeland-group-consultants,vanakkamcanada.ca
APP4 Tutoring Centre,Education Centers,1658 Victoria Park #15,Toronto,ON,,416-285-7775,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/app4-tutoring-centre,vanakkamcanada.ca
APTAC Learning Centre.,Education Centers,,Toronto,ON,,647-439-3175,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/aptac-learning-centre,vanakkamcanada.ca
Abiyluxsa Education,Education Centers,,Toronto,ON,,416-850-8611,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/abiyluxsa-education,vanakkamcanada.ca
Academy of Fine Arts - Kalaimanram,Education Centers Fine Arts,,Toronto,ON,,416-993-7275,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/academy-of-fine-arts-kalaimanram,vanakkamcanada.ca
After School Learning Center,Education Centers,Brimley Road &amp; Ellesmere Road,Toronto,ON,,647-832-7323,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/after-school-learning-center,vanakkamcanada.ca
Beam Learning Centre,Education Centers,2163 Lawrence Ave E,Toronto,ON,,647-448-0365,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/beam-learning-centre,vanakkamcanada.ca
Beta College,Education Centers,2347 Kennedy Road Suite 301,Toronto,ON,M1T 3T8,416-449-2382,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/beta-college,vanakkamcanada.ca
Bharradhi Arts,Education Centers Fine Arts,3031 Markham Road Unit 31,Toronto,ON,M1X 1L6,416-754-9338,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/bharradhi-arts,vanakkamcanada.ca
Biruntha Kanalaya Music College,Education Centers Fine Arts,,Toronto,ON,,416-244-8250,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/biruntha-kanalaya-music-college,vanakkamcanada.ca
Brighton Institute,Education Centers,,Toronto,ON,,416-498-5435,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/brighton-institute,vanakkamcanada.ca
Brinthakaanaalaya College of Music,Education Centers Fine Arts,,Toronto,ON,,416-244-8250,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/brinthakaanaalaya-college-of-music,vanakkamcanada.ca
Canadian College Of Business & Computers,Education Centers,130 Bloor St. W 901,Toronto,ON,M5S 1N5,416-413-1234,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canadian-college-of-business-computers,vanakkamcanada.ca
Canadian Education Center,Education Centers,,Toronto,ON,,416-288-1843,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canadian-education-center26911,vanakkamcanada.ca
Computek College - Toronto Campus,Education Centers,2425 Eglinton Avenue East 400,Toronto,ON,,416-441-2900,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/computek-college-toronto-campus,vanakkamcanada.ca
Electrical License Inc,Education Centers,,Toronto,ON,,416-820-1600,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/electrical-license-inc,vanakkamcanada.ca
Fine Art Classes,Education Centers Fine Arts,,Toronto,ON,,905-824-0242,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/fine-art-classes,vanakkamcanada.ca
Goya School of Music Ltd.,Education Centers,215-2190 Warden Ave,Toronto,ON,M1T 1V6,416-492-8929,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/goya-school-of-music-ltd,vanakkamcanada.ca
Guitar Lessons,Education Centers Fine Arts,,Toronto,ON,,647-296-4760,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/guitar-lessons,vanakkamcanada.ca
Jejea Tutoring Services,Education Centers,,Toronto,ON,,416-491-6711,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/jejea-tutoring-services,vanakkamcanada.ca
KP Academy Tutoring Services,Education Centers,,Toronto,ON,,416-303-0811,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/kp-academy-tutoring-services,vanakkamcanada.ca
Kalabhavanam Natya Shethra,Education Centers Fine Arts,,Toronto,ON,,416-997-2428,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/kalabhavanam-natya-shethra,vanakkamcanada.ca
Kalaviyam Voice Academy,Education Centers Fine Arts,,Toronto,ON,,647-880-5207,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/kalaviyam-voice-academy,vanakkamcanada.ca
Kanga Kana Mantram,Education Centers Fine Arts,,Toronto,ON,,905-471-8366,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/kanga-kana-mantram,vanakkamcanada.ca
Kavin Kalalaya,Education Centers Fine Arts,,Toronto,ON,,416-244-2484,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/kavin-kalalaya,vanakkamcanada.ca
Math Learning Club,Education Centers,,Toronto,ON,,416-493-8233,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/math-learning-club,vanakkamcanada.ca
Math Tuition,Education Centers,,Toronto,ON,,416-286-2000,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/math-tuition,vanakkamcanada.ca
NACPT Pharma College,Education Centers,"9-5310 Finch Ave East, Toronto, ON, M1S5E8",Toronto,ON,M1S 5E8,647-998-7374,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/nacpt-pharma-college,vanakkamcanada.ca
NAIPT,Education Centers,5310 Finch Avennu East # 9,Toronto,ON,M1S 5E8,416-292-1699,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/naipt,vanakkamcanada.ca
Nrithyakshetra Dance Academy,Education Centers Fine Arts,,Toronto,ON,,416-801-3983,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/nrithyakshetra-dance-academy,vanakkamcanada.ca
Ontario International Institute,Education Centers,,Toronto,ON,,416-701-1763,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/ontario-international-institute,vanakkamcanada.ca
Oxford Learning Centre,Education Centers,16th Ave &amp; Markham Rd,Toronto,ON,,905-201-2700,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/oxford-learning-centre,vanakkamcanada.ca
Premalaya Music Academy,Education Centers Fine Arts,,Toronto,ON,,416-335-5072,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/premalaya-music-academy,vanakkamcanada.ca
Rabeena Tutoring Inc.,Education Centers,,Toronto,ON,,514-867-5086,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/rabeena-tutoring-inc,vanakkamcanada.ca
SaReGa,Education Centers Fine Arts,,Toronto,ON,,416-884-7288,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sarega,vanakkamcanada.ca
Saamagaanam Academy of South Indian Fine Arts,Education Centers Fine Arts,,Toronto,ON,,416-888-5031,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/saamagaanam-academy-of-south-indian-fine-arts,vanakkamcanada.ca
Santhanayagi Naatiya Kovil,Education Centers Fine Arts,,Toronto,ON,,416-297-5203,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/santhanayagi-naatiya-kovil,vanakkamcanada.ca
Sarega School of Music,Education Centers Fine Arts,,Toronto,ON,,905-615-1881,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sarega-school-of-music,vanakkamcanada.ca
Sathyam School of Indian Arts,Education Centers Fine Arts,,Toronto,ON,,416-473-5670,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sathyam-school-of-indian-arts,vanakkamcanada.ca
Sensei R Prabakaran,Education Karate,,Toronto,ON,,416-993-7832,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/sensei-r-prabakaran,vanakkamcanada.ca
Siva Kanapathypillai,Education Scholarship & Funds,2100 Ellesmere Road #307,Toronto,ON,M1H 3B7,416-438-0660,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/siva-kanapathypillai,vanakkamcanada.ca
Smart Tutor,Education Centers,,Toronto,ON,,416-278-4742,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/smart-tutor,vanakkamcanada.ca
Spell Canada,Education Centers,103 Spring Forest Square,Toronto,ON,M1S 4W7,416-624-5178,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/spell-canada,vanakkamcanada.ca
Spelling Bee Of Canada.,Education Centers,2428 Islington Ave 210,Toronto,ON,M9W 3X9,416-746-0072,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/spelling-bee-of-canada,vanakkamcanada.ca
Stars Academy,Education Centers,3341 Markham Rd. Unit 127,Toronto,ON,,647-717-5617,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/stars-academy,vanakkamcanada.ca
Swara Saahithhiya,Education Centers Fine Arts,37 st Magnus Dr,Toronto,ON,M1C 0C5,647-236-5742,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/swara-saahithhiya,vanakkamcanada.ca
Tamil Malar Learning Series,Education Centers,,Toronto,ON,,905-479-5375,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tamil-malar-learning-series,vanakkamcanada.ca
Taztech Education Centres,Education Centers,,Toronto,ON,,416-737-7285,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/taztech-education-centres,vanakkamcanada.ca
Thakida Academy of Fine Arts,Education Centers Fine Arts,,Toronto,ON,,647-292-6258,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/thakida-academy-of-fine-arts,vanakkamcanada.ca
Tuition,Education Centers,,Toronto,ON,,416-707-4936,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tuition95739,vanakkamcanada.ca
Tuition,Education Centers,,Toronto,ON,,416-835-5806,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tuition,vanakkamcanada.ca
Tuition Classes by Mrs.Ravi.,Education Centers,,Toronto,ON,,416-265-0162,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tuition-classes-by-mrs-ravi,vanakkamcanada.ca
Tuition Classes by Qualified and Experienced Tutors.,Education Centers,,Toronto,ON,,416-707-4936,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tuition-classes-by-qualified-and-experienced-tutors,vanakkamcanada.ca
Tution Classes,Education Centers,,Toronto,ON,,416-265-0162,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/tution-classes,vanakkamcanada.ca
Varnam Institute of Fine Arts,Education Centers Fine Arts,,Toronto,ON,,647-893-4010,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/varnam-institute-of-fine-arts,vanakkamcanada.ca
Veenalayam,Education Centers Fine Arts,,Toronto,ON,,416-298-5764,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/veenalayam,vanakkamcanada.ca
Viththaha Virutcham,Education Centers,,Toronto,ON,,416-705-4109,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/viththaha-virutcham,vanakkamcanada.ca
Wisdom Learning Centre,Education Centers,1140 Morningside Ave Unit 10,Toronto,ON,M1B 0A7,647-348-6640,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/wisdom-learning-centre,vanakkamcanada.ca
Canadian College for Higher Studies,Education Centers,705 Progress Ave Unit 108,Toronto Toronto,ON,,437-223-4505,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/canadian-college-for-higher-studies,vanakkamcanada.ca
Miruthanga Classes,Education Centers Fine Arts,Toronto,Toronto Toronto,ON,,416-918-0246,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/miruthanga-classes,vanakkamcanada.ca
Excellent Academy,Education Centers,"1080 Tapscott Road, Unit 5, Scarborough, ON, M1X1E7",Unit 5,ON,M1X 1E7,416-285-7775,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/excellent-academy,vanakkamcanada.ca
Excel High School,Education Centers,"55 Nugget Ave, Unit#208, Toronto, ON, M1S3L1",Unit#208,ON,M1S 3L1,416-299-1745,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/excel-high-school,vanakkamcanada.ca
Nandagana Mandram,Education Centers Fine Arts,10398,Boul Goin Roxboro,QC,,514-685-6633,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/nandagana-mandram,vanakkamcanada.ca
Kalaineri Kalvi Kazhagam,Education Centers,1611 St Regis Blvd,Dollard-des-Ormeaux,QC,H9B 3H7,514-683-8044,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/kalaineri-kalvi-kazhagam,vanakkamcanada.ca
Jahan Academy,Education Centers,1202 Rue Maria,Laval,QC,H7W 1J7,438-934-3781,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/jahan-academy,vanakkamcanada.ca
Aathi Parasakthy Naatiya Kalaikoodam,Education Centers Fine Arts,4870 Bourret Ave,Montreal,QC,,514-735-8637,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/aathi-parasakthy-naatiya-kalaikoodam,vanakkamcanada.ca
Agaram Kalai Kallori,Education Centers,9697 St Laurent Unit 304,Montreal,QC,,514-807-9446,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/agaram-kalai-kallori,vanakkamcanada.ca
Institut Linguistique Provincial Inc. - 2546011,Education Centers,4930 Hochelaga,Montreal,QC,H1V 1E7,514-254-6011,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/institut-linguistique-provincial-inc-2546011,vanakkamcanada.ca
Keethanaalayam,Education Centers Fine Arts,,Montreal,QC,,514-731-6351,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/keethanaalayam,vanakkamcanada.ca
Maduragana Mandram,Education Centers Fine Arts,9145 Jeann Mance Rd,Montreal,QC,,514-384-9702,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/maduragana-mandram,vanakkamcanada.ca
Masterminds Academy,Education Centers,5871 Victoria Ave Suite 107,Montreal,QC,H3W 2R5,438-380-8997,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/masterminds-academy,vanakkamcanada.ca
Mrs.Baamathi Varatharajan,Education Centers Fine Arts,7015 Lacodaire,Montreal,QC,,514-253-1374,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/mrsbaamathi-varatharajan,vanakkamcanada.ca
Muthu Selva Sruthi Layalayam,Education Centers Fine Arts,,Montreal,QC,,514-374-4196,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/muthu-selva-sruthi-layalayam,vanakkamcanada.ca
Netkram,Education Centers,7061 Ave De L&#039;epee,Montreal,QC,,514-272-3867,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/netkram,vanakkamcanada.ca
Vocal Classes,Education Centers Fine Arts,,Montreal,QC,,514-827-9779,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/vocal-classes,vanakkamcanada.ca
cole Charles-Perrault,Education Centers,106 Rue Cartier,Roxboro,QC,H8Y 1G8,514-684-5043,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/cole-charles-perrault,vanakkamcanada.ca
G.T TUTORING CENTRE,Education Centers,Near Du College Metro Station,Saint-Laurent,QC,,514-813-0430,,,,,,,https://vanakkamcanada.ca/tamil-business-listings/g-t-tutoring-centre,vanakkamcanada.ca
