Phone,Email,BusinessName,TamilName,City,Province,Category,Website,Instagram,Facebook,TikTok,ClaimURL,WALink,Message
"+17805007555","remixicon@4.1.0","MoMo & Wok","","Edmonton","AB","restaurants-takeout","https://momowok.ca/","","","","https://tamil-pages-961fd.web.app/claim/momo-wok","https://wa.me/17805007555?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20MoMo%20%26%20Wok!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20restaurants%20takeout%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fmomo-wok%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fmomo-wok%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் MoMo & Wok! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for restaurants takeout this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/momo-wok \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/momo-wok \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
"+17807840156","","Monsoon Bistro & Bar","","Edmonton","AB","restaurants-takeout","https://monsoonbistro.ca/","","","","https://tamil-pages-961fd.web.app/claim/monsoon-bistro-bar","https://wa.me/17807840156?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20Monsoon%20Bistro%20%26%20Bar!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20restaurants%20takeout%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fmonsoon-bistro-bar%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fmonsoon-bistro-bar%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் Monsoon Bistro & Bar! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for restaurants takeout this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/monsoon-bistro-bar \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/monsoon-bistro-bar \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
"+17802225655","leaflet-gesture-handling@1.2.2","Mr & Mrs Singh Kitchen","கிச்சன்","Edmonton","AB","restaurants-takeout","http://mrsinghkitchen.com/","","","","https://tamil-pages-961fd.web.app/claim/mr-mrs-singh-kitchen","https://wa.me/17802225655?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20Mr%20%26%20Mrs%20Singh%20Kitchen!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20restaurants%20takeout%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fmr-mrs-singh-kitchen%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fmr-mrs-singh-kitchen%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் Mr & Mrs Singh Kitchen! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for restaurants takeout this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/mr-mrs-singh-kitchen \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/mr-mrs-singh-kitchen \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
"+15874163253","remixicon@4.1.0","Mumbai Junction","","Edmonton","AB","restaurants-takeout","https://mumbaijunction.online/","","","","https://tamil-pages-961fd.web.app/claim/mumbai-junction","https://wa.me/15874163253?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20Mumbai%20Junction!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20restaurants%20takeout%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fmumbai-junction%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fmumbai-junction%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் Mumbai Junction! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for restaurants takeout this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/mumbai-junction \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/mumbai-junction \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
"+17804891915","hello@nakscatering.com","Naks Bistro & Catering","கேட்டரிங்","Edmonton","AB","catering-event-food","http://www.nakscatering.com/","","","","https://tamil-pages-961fd.web.app/claim/naks-bistrotering","https://wa.me/17804891915?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20Naks%20Bistro%20%26%20Catering!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20catering%20event%20food%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fnaks-bistrotering%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fnaks-bistrotering%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் Naks Bistro & Catering! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for catering event food this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/naks-bistrotering \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/naks-bistrotering \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
"+17805400100","","Namaste India Authentic East Indian Cuisine","","Edmonton","AB","restaurants-takeout","http://namasteindiaca.com/","","","","https://tamil-pages-961fd.web.app/claim/namaste-india-authentic-east-indian-cuisine","https://wa.me/17805400100?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20Namaste%20India%20Authentic%20East%20Indian%20Cuisine!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20restaurants%20takeout%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fnamaste-india-authentic-east-indian-cuisine%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fnamaste-india-authentic-east-indian-cuisine%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் Namaste India Authentic East Indian Cuisine! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for restaurants takeout this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/namaste-india-authentic-east-indian-cuisine \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/namaste-india-authentic-east-indian-cuisine \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
"+17802442277","","Namaste India Grocery (McConachie)","","Edmonton","AB","grocery-supermarkets","http://namasteindiagrocery.ca/","","","","https://tamil-pages-961fd.web.app/claim/namaste-india-grocery-mcconachie","https://wa.me/17802442277?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20Namaste%20India%20Grocery%20(McConachie)!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20grocery%20supermarkets%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fnamaste-india-grocery-mcconachie%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fnamaste-india-grocery-mcconachie%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் Namaste India Grocery (McConachie)! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for grocery supermarkets this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/namaste-india-grocery-mcconachie \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/namaste-india-grocery-mcconachie \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
"+15874637487","","Neithal Seafood & Grocery","","Edmonton","AB","grocery-supermarkets","http://www.neithal.ca/","","","","https://tamil-pages-961fd.web.app/claim/neithal-seafood-grocery","https://wa.me/15874637487?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20Neithal%20Seafood%20%26%20Grocery!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20grocery%20supermarkets%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fneithal-seafood-grocery%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fneithal-seafood-grocery%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் Neithal Seafood & Grocery! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for grocery supermarkets this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/neithal-seafood-grocery \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/neithal-seafood-grocery \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
"+17804886666","remixicon@4.1.0","New Asian Village","","Edmonton","AB","restaurants-takeout","http://www.newasianvillage.com/","","","","https://tamil-pages-961fd.web.app/claim/new-asian-village","https://wa.me/17804886666?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20New%20Asian%20Village!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20restaurants%20takeout%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fnew-asian-village%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fnew-asian-village%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் New Asian Village! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for restaurants takeout this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/new-asian-village \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/new-asian-village \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
"+17804639997","","New Asian Village Largest Indian Buffet In Edmonton","","Edmonton","AB","restaurants-takeout","https://newasianvillage.ca/","","","","https://tamil-pages-961fd.web.app/claim/new-asian-village-largest-indian-buffet-in-edmonton","https://wa.me/17804639997?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20New%20Asian%20Village%20Largest%20Indian%20Buffet%20In%20Edmonton!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20restaurants%20takeout%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fnew-asian-village-largest-indian-buffet-in-edmonton%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fnew-asian-village-largest-indian-buffet-in-edmonton%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் New Asian Village Largest Indian Buffet In Edmonton! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for restaurants takeout this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/new-asian-village-largest-indian-buffet-in-edmonton \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/new-asian-village-largest-indian-buffet-in-edmonton \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
"+17809899951","","New Desi Bazar","","Edmonton","AB","restaurants-takeout","","","","","https://tamil-pages-961fd.web.app/claim/new-desi-bazar","https://wa.me/17809899951?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20New%20Desi%20Bazar!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20restaurants%20takeout%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fnew-desi-bazar%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fnew-desi-bazar%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் New Desi Bazar! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for restaurants takeout this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/new-desi-bazar \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/new-desi-bazar \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
"+17804615100","remixicon@4.1.0","New Indian Sweets & Restaurant (MILLWOODS)","","Edmonton","AB","bakeries-sweets","https://www.newindiansweetsandrestaurant.ca/","","","","https://tamil-pages-961fd.web.app/claim/new-indian-sweets-restaurant-millwoods","https://wa.me/17804615100?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20New%20Indian%20Sweets%20%26%20Restaurant%20(MILLWOODS)!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20bakeries%20sweets%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fnew-indian-sweets-restaurant-millwoods%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fnew-indian-sweets-restaurant-millwoods%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் New Indian Sweets & Restaurant (MILLWOODS)! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for bakeries sweets this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/new-indian-sweets-restaurant-millwoods \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/new-indian-sweets-restaurant-millwoods \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
"+17806660135","","New Indian Sweets and Restaurant","","Edmonton","AB","bakeries-sweets","https://www.newindianrestaurant.ca/","","","","https://tamil-pages-961fd.web.app/claim/new-indian-sweets-and-restaurant","https://wa.me/17806660135?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20New%20Indian%20Sweets%20and%20Restaurant!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20bakeries%20sweets%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fnew-indian-sweets-and-restaurant%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fnew-indian-sweets-and-restaurant%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் New Indian Sweets and Restaurant! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for bakeries sweets this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/new-indian-sweets-and-restaurant \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/new-indian-sweets-and-restaurant \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
"+17806168500","remixicon@4.1.0","Nitara - Flavours of South India","","Edmonton","AB","restaurants-takeout","https://www.nitara.ca/","","","","https://tamil-pages-961fd.web.app/claim/nitara-flavours-of-south-india","https://wa.me/17806168500?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20Nitara%20-%20Flavours%20of%20South%20India!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20restaurants%20takeout%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fnitara-flavours-of-south-india%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fnitara-flavours-of-south-india%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் Nitara - Flavours of South India! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for restaurants takeout this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/nitara-flavours-of-south-india \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/nitara-flavours-of-south-india \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
"+17809240478","akhil@adspark.ca","P.F. Chang's","","Edmonton","AB","restaurants-takeout","https://pfchangs.ca/","","","","https://tamil-pages-961fd.web.app/claim/p-f-chang-s","https://wa.me/17809240478?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20P.F.%20Chang's!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20restaurants%20takeout%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fp-f-chang-s%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fp-f-chang-s%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் P.F. Chang's! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for restaurants takeout this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/p-f-chang-s \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/p-f-chang-s \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
"+17808700081","","Panjab Frootland","","Edmonton","AB","restaurants-takeout","https://www.panjabfrootland.com/","","","","https://tamil-pages-961fd.web.app/claim/panjab-frootland","https://wa.me/17808700081?text=%E0%AE%B5%E0%AE%A3%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D%20Panjab%20Frootland!%20%F0%9F%8D%81%0A%0AYour%20business%20profile%20is%20featured%20on%20TamilPages.ca%20%E2%80%94%20Canada's%20%231%20Tamil%20Community%20Directory.%0A%0AOver%2040%2B%20people%20in%20Edmonton%20searched%20for%20restaurants%20takeout%20this%20week.%0A%0AClaim%20your%20official%20listing%20%26%20unlock%20customer%20call%20inquiries%20for%20free%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fclaim%2Fpanjab-frootland%0A%0AView%20your%20public%20listing%3A%0A%F0%9F%91%89%20https%3A%2F%2Ftamil-pages-961fd.web.app%2Fdirectory%2Fpanjab-frootland%0A%0A(Takes%2030%20seconds%20%C2%B7%20100%25%20Free%20%C2%B7%20Verified%20Canadian%20Directory)","வணக்கம் Panjab Frootland! 🍁 \n  \n Your business profile is featured on TamilPages.ca — Canada's #1 Tamil Community Directory. \n  \n Over 40+ people in Edmonton searched for restaurants takeout this week. \n  \n Claim your official listing & unlock customer call inquiries for free: \n 👉 https://tamil-pages-961fd.web.app/claim/panjab-frootland \n  \n View your public listing: \n 👉 https://tamil-pages-961fd.web.app/directory/panjab-frootland \n  \n (Takes 30 seconds · 100% Free · Verified Canadian Directory)"
